imdb_title_id,writers
855729,Reha Erdem
855761,Daniele Maggioni
855783,Hiner Saleem
855805,"Jesper Ganslandt, Fredrik Wenzel"
855822,"Ugljesa Sajtinac, Ugljesa Sajtinac"
855843,Teona Strugar Mitevska
855852,"Teruyo Nogami, Yôji Yamada"
855860,"Mohsen Abdolvahab, Rakhshan Banietemad"
855866,"Eiji Okuda, Yukiko Yamamuro"
855895,"Joachim Lafosse, François Pirot"
855975,"Kim Fupz Aakeson, Ole Christian Madsen"
856052,Cheol-hie Park
856282,Hadj Abderrahmane
856288,"Julien Maury, Alexandre Bustillo"
856776,"Dunia Ayaso, Juan Flahn"
856778,Geoff Thompson
856789,Ugur Yücel
856791,"Volkan Sümbül, Emre Özdür"
856796,"István Eörsi, László Eörsi"
856803,"Krisztián Grecsó, Róbert Koltai"
856804,"Anton Chekhov, Angela Schanelec"
856831,Fatih Altinoz
857177,Chorão
857190,"Nick Love, John Hodge"
857191,Tom McCarthy
857265,"Anthony Shaffer, Harold Pinter"
857275,Joshua Goldin
857295,Dan Kay
857300,Sekhar Kammula
857334,"Jong-tae Choi, Kazuki Kaneshiro"
857343,Marc Fitoussi
857355,"Claudio Galperin, Cao Hamburger"
857376,"Matt Hylton Todd, Shane Abbess"
857381,"Vivek b Agrawal, Suresh Nair"
858411,"Chris Kobin, Tim Sullivan"
858419,"Dan Pritzker, Dan Pritzker"
858424,Christine Swanson
858433,Leopold St-Pierre
858436,"Leigh Scott, Leigh Scott"
858454,Ahmed Abdallah
858455,Costas Zapas
858479,Mark Poirier
858486,"Evan Spiliotopoulos, Aristomenis Tsirbas"
858492,"Vijayendra Prasad, M. Rathnam"
859163,"Alfred Gough, Miles Millar"
859635,"Jay Chandrasekhar, Kevin Heffernan"
859644,Chris J. Ford
859760,JoJo Henrickson
859765,"Zhangke Jia, Na Guan"
860387,"Oi Wah Lam, Heiward Mak"
860423,"Ina Bruhn, Stefan Jaworski"
860454,"Robbie Grewal, Sameer Kohli"
860462,"Bhandit Thongdee, Bhandit Thongdee"
860474,"Ivan Tscherkelov, Vasil Zhivkov"
860516,"Yûsuke Yamada, Issei Shibata"
860528,J.A. Steel
860835,Jason Stewart
860866,"Asif Kapadia, Sara Maitland"
860870,"Logan Miller, Noah Miller"
860906,Hideaki Anno
860907,Hideaki Anno
861350,"Michael E. Kennedy, Edward Lee"
861689,"José Saramago, Don McKellar"
861701,Gary Ugarek
861704,"Matt Cohen, Jefferson Lewis"
861739,"André Batista, Bráulio Mantovani"
861772,"James Dean Schulte, Jack Snyder"
862467,"Nicolas Winding Refn, Roy Jacobsen"
862653,Ugur Uludag
862677,Jun-bo An
862711,José Manuel González
862748,"Monkey Punch, Mataichirô Yamamoto"
862826,"David Planell, Gracia Querejeta"
862846,Megan Holley
862856,Michael Dougherty
862930,"Al Jafree Md Yusop, Huzir Sulaiman"
862946,"Yuki Urushibara, Sadayuki Murai"
863041,Costas Kapakas
863091,Yasmin Ahmad
863095,Jason Maran
864326,Matija Klukovic
864331,Domonic Muir
864684,"Michel Boujenah, Pascal Elbé"
864691,"Noémie Lvovsky, Florence Seyvos"
864751,"Guillaume Breton, Eric Civanyan"
864761,"Jeffrey Hatcher, Anders Thomas Jensen"
864770,"Eric Guirado, Florence Vignon"
864779,"Eben, Raphael"
864835,"Jay Ward, Craig Wright"
864911,"Olivier De Plas, Virginie Despentes"
864918,"Sophie Marceau, Gianguido Spinelli"
864921,"Olivier Dague, Isabelle Doval"
865297,"Elissa Down, Jimmy Jack"
865438,Carlos Sorin
865448,Jingzhi Zou
865496,"Oxide Chun Pang, Thomas Pang"
865554,"Bret Easton Ellis, Nicholas Jarecki"
865556,John Fusco
865559,Mike Reiss
865560,Philippe Diaz
865561,Blayne Weaver
865868,Djamel Bensalah
865924,"Giampiero Rigosi, Maura Vespini"
865950,Jürgen Ladenburger
865951,Andrzej Saramonowicz
866435,"Jason Hice, Geo Santini"
866437,"Robin Swicord, Karen Joy Fowler"
866439,"Adam Sztykiel, Deborah Kaplan"
867145,James Albert
867205,"Luca Biglione, Giovanna Caico"
867241,Carmine Famiglietti
867271,Boris Quercia
867284,"Daniel Keene, Alkinos Tsilimidos"
867294,David R. Williams
867295,"Scott Kenyon Barker, Douglas A. Raine"
867303,"Krisztián Grecsó, András Szöke"
867329,Csaba Bollók
867334,"Dennis Yares, E.L. Doctorow"
867336,"Manuel Carballo, Manu Díaz"
867337,Kamal
867342,Ali Hatami
867411,Brian Eric Johnson
867464,"Jacques Haitkin, Jacques Haitkin"
867465,Sathyan Anthikad
867591,"Tim Rasmussen, Vince Di Meglio"
867609,Anders Thomas Jensen
869039,Stuart Simpson
869118,Brooks Benjamin
869152,"Trevor Markwart, Trevor Markwart"
869977,Céline Sciamma
869994,Cédric Klapisch
870089,"Alessandro Calza, Yen Tan"
870090,"Elena Soarez, Roberto Moreira"
870101,Cornelia Duryée
870105,Van Elder
870111,"Peter Morgan, Peter Morgan"
870122,"Darren Grodsky, Danny Jacobs"
870157,"Benjamin Eicher, Michael Glasauer"
870176,Jason Paul Collum
870195,"Cathy Rabin, Dan Verete"
870204,"Agatha Dominik, John Cox"
870209,"Chee Keong Cheung, Oliver Morran"
870222,Steve Galluccio
870915,"Tae-kyung Kim, Yeo-su Yun"
870921,"Jean-Jacques Annaud, Gérard Brach"
870937,"Roderick Taylor, Bruce A. Taylor"
870944,Noriko Yoshida
870958,Se-yeol Park
870967,"Ji-young Gong, Min-seok Jang"
870969,Hae-gon Kim
870984,Lars von Trier
871006,Tatjana Acimovic
871012,"Rajendra Karanth, Yeshvanth"
871015,"Marek Epstein, Marek Epstein"
871016,"Aaron Adams, Scott Fogg"
871020,"Tim Brown, Paul Nelson"
871026,Jackie Olson
871426,Michael McCullers
871438,"Sarab Neelam, V. Prasad"
871509,"Daniel Saint-Hamont, Laurence Siari"
871510,"Jaideep Sahni, Jaideep Sahni"
871511,Tonie Marshall
871512,"Amos Gitai, Marie-Jose Sanselme"
871864,"Rewas Kader, Moni Nilsson-Brännström"
871865,Graham Reznick
871869,"Mikhail Novikov, Sergey Osipyan"
871886,"Witold Adamek, Janusz L. Wisniewski"
871893,"Travis Michael Holder, Jerry Turner"
871896,"Didi Oliveira, Emerson Bernardo de Abreu"
871975,"Atsuko Asano, Tadashi Morishita"
871977,"Kotomi Aoki, Hiroshi Ando"
872007,"Otsuichi, Daisuke Tengan"
872020,"Kiriko Nananan, Kyôko Inukai"
872022,"Takuji Ichikawa, Kenji Bando"
872025,"Yuka Murayama, Masako Imai"
872026,Mitsuharu Makita
872029,Isao Yukisada
872094,"Ragnar Bragason, Nína Dögg Filippusdóttir"
872099,"Quang Hai Ngo, Do Bich Thuy"
872123,"Humayun Ahmed, Abu Sayeed"
872190,"Vishal Dadlani, Yash Gawli"
872202,"Nick Broomfield, Jez Lewis"
872224,
872230,Wes Craven
872236,David Kaplan
872245,Duane Hopkins
872249,John Pizzo
872289,Neung
872314,Randy Daudlin
872335,Steve Franke
873623,"Berardo Carboni, Carlo Durante"
873886,Kevin Smith
874271,"Nathan Hope, Jess Penner"
874292,"Benjamin Williams, Jeremy Svenson"
874306,"Alessandro Bencivenni, Fausto Brizzi"
874314,"Brandon Owens, Zack Parker"
874425,Tate Taylor
875003,"Behruz Afkhami, Behnam Diani"
875008,"Eun-sook Kim, Ji-kyoon Kwak"
875025,"Dong-hoon Choi, Yeong-man Heo"
875034,"Michael Tolkin, Anthony Minghella"
875113,"Nicolas Charlet, Bruno Lavaine"
875122,"Boris Khlebnikov, Aleksandr Rodionov"
875130,
875155,"Sei Taekawa, Kôichi Mashimo"
875575,"Michael Mongillo, Michael Mongillo"
875581,Johan Kling
875595,Zeki Demirkubuz
875608,Timothy Boyle
875609,"Kathy Pilon, Hideki Sonoda"
875613,LazRael Lison
875701,Paula van der Oest
875705,"Hunter Hill, Perry Moore"
876159,"Daniel Wallentin, Fredrik Wikström"
876233,Geoffrey Haley
876287,Carter Crocker
876291,Perarasu
876294,"Michael G. Bartlett, Kevin Gates"
876563,Hayao Miyazaki
877323,"Luis Alberto de Abreu, Arthur Autran"
877347,Chui Mui Tan
877349,Ali Rafie
877354,Wieslaw Paluch
877355,"Jason Contino, Robert Harari"
877522,"Teresa Ciabatti, Marcello Daciano"
877621,"Serge Bozon, Axelle Ropert"
877651,"Jose Javier Reyes, Mary Ann Bautista"
877657,Michelange Quay
877700,"Pascal-Alex Vincent, Pascal-Alex Vincent"
878113,Alina Puchala
878123,Erdogan Tünas
878135,"Ioan Cãrmãzan, George Dogaru"
878649,"Ian David Diaz, Alan Dunlop"
878654,Randall Fontana
878657,Christopher Nelson
878674,Mark O'Halloran
878695,Jeremy Saulnier
878709,"Kurt Held, Peter Kahane"
878804,"John Lee Hancock, Michael Lewis"
878814,"Bryan Fogel, Sam Wolfson"
878835,Nicole Holofcener
879265,"Naoyuki Tomomatsu, Chisato Ôgawara"
879403,"Ferran Audí, Henrik Ibsen"
879405,William Tyler Bell
879812,"Shigeru Mizuki, Daisuke Habara"
879816,Ihsan Abdel Quddous
879825,"Shin'ichi Ichikawa, Shinji Nagashima"
879833,"Kjetil Indregard, Siv Rajendram Eliassen"
879843,"Andrzej Mularczyk, Przemyslaw Nowakowski"
879870,"Ryan Murphy, Jennifer Salt"
880440,"Christian Clavier, Michel Delgado"
880458,"Olaf de Fleur Johannesson, Rune Kippervik"
880477,Nithiwat Tharatorn
880502,Fatih Akin
880504,"Igor Porublyov, Aleksandr Veledinskiy"
880566,"Radu Gabrea, Bert Koß"
880569,"Charles Randolph-Wright, Vy Higginsen"
880570,Franc. Reyes
880573,"Ralf Stadler, Stefan Westerwelle"
880575,Min-seok Jang
880578,"Robert Fyvolent, Mark Brinker"
880633,"Milena Andonova, Mariya Stankova"
880648,Edward Anderson
881200,"Heng Liu, Jingyuan Yang"
881233,"Pascal Arnold, Christine Carrière"
881252,"Paulette Bourgeois, Brenda Clark"
881320,"John Garvin, Andrew Wight"
881343,"Stephen McCauley, Jérôme Beaujour"
881369,Pedro Aguilera
881891,Kim Barker
881894,
881916,Thomas Wendrich
881922,Fumio Moriya
881929,Shinji Imaoka
881930,"Ambikasuthan Mangad, Renjith"
881934,Andrew Piddington
881948,"Sahin Alparslan, Sahin Alparslan"
881956,"Marit Nicolaysen, Siv Rajendram Eliassen"
882113,Andrzej Krakowski
882742,"Meghan Heritage, Phyllis Reynolds Naylor"
882744,Mohamed Refaat
882755,John Melendez
882765,Matthew Miele
882771,"Ylva Gustavsson, Hans Renhäll"
882782,Sylvio Gonçalves
882789,David Morris
882791,"Ai Yazawa, Kentarô Ohtani"
882793,"Réal Béland Jr., Stéphane Lapointe"
882797,Shintarô Ishihara
882806,Cody Jarrett
882809,"Keigo Higashino, Teruo Abe"
882820,"Clarah Averbuck, Melanie Dimantas"
882967,"Himanshu Sharma, Gaurav S. Sinha"
882969,"Daniel Adams, Joseph C. Lincoln"
882977,"Justin Haythe, Ric Roman Waugh"
882978,"Ho-Leung Lau, Daniel Lee"
882987,"Stephen Hughes, Juan José Ramírez Mascaró"
883398,"Josh Eisenstadt, Aaron Pope"
883410,"Chanel Capra, Jill Maxcy"
883995,"Eakasit Thairaat, Eakasit Thairaat"
884038,"Salvatore Interlandi, Erik S. Weigel"
884177,"Guel Arraes, Jorge Furtado"
884214,David Frigerio
884224,"Mark Leyner, Jeremy Pikser"
884227,Rebecca Sonnenshine
884237,Drew Maxwell
884328,"Frank Darabont, Stephen King"
884335,"Julien Leclercq, Franck Philippon"
884726,"Roger S. Baum, Randi Barnes"
884732,"Jeremy Garelick, Jay Lavender"
884803,Paul Burrows
884805,"Aybars Bora Kahyaoglu, Osman Sinav"
884819,Mai Tominaga
884853,"Aleksandar Lazic, Rade Markovic"
884855,"Ramana Chintapally, Y.V.S. Chowdary"
884868,"Kun Hu, Hao Tang"
885415,"Hannu Tuomainen, Marteinn Thorisson"
885470,Ismail Doruk
885505,"Susie Au, Angela Lau"
885507,"Jing Wong, Tak-Hei Tang"
885518,"Gordon Chan, Kai-Cheung Chung"
885529,Ayhan Sonyürek
885531,Yu-Chieh Cheng
886469,Arran de Moubray
886476,Trinidad Jiménez
886517,"Wesley Chan, Ted Fu"
886519,"Nina Vukovic, Toke Constantin Hebbeln"
886531,Jaffar Mahmood
886535,Ed Gass-Donnelly
886539,"Zoya Akhtar, Javed Akhtar"
887143,Eric Weston
887161,Benjamin Gourley
887169,Giancarlo Scarchilli
887259,"Tessie Gutierrez de Picazo, Santiago Parra"
887719,"David McHugh, Matthew Flanagan"
887732,"Silvio Soldini, Doriana Leondeff"
887736,
887742,"Marina Migunova, Vadim Mikhalyov"
887745,"Maeve Binchy, Jean Pasley"
887750,"Pieter J. Kuhn, Hans Pos"
887753,"Niranjan Iyengar, Rahul Singh"
887764,"Surinder Bath, Gurbir Singh Grewal"
887769,"Manisha Korde, M.T. Vasudevan Nair"
887770,Kevin Higgins
887793,"Rajendra Kumar, Prem"
887883,"Joel Coen, Ethan Coen"
887887,Marc Esposito
887901,"Bruno Dega, Jeanne Le Guillou"
887912,Mark Boal
887966,Denis Hamill
887971,"Edward Bryant, Susan Montford"
887973,"Omar Khan, Omar Khan"
887975,Raphael Fejtö
888019,"Marshall Hicks, Greg Swinson"
888071,"Melanie Ansley, Sam Voutas"
888490,"Clifford Adsonn, Robert A. Jansen"
888496,"Paola Cannatello, Corrado Guzzanti"
888503,Chimbudeven
888507,"Carla Giulia Casalini, Francesco Falaschi"
888693,Zac Stanford
889064,"Hae-Young Lee, Hae-jun Lee"
889134,Peter Tolan
889136,"Tom Collins, Jimmy Murphy"
889139,"Rochus Hahn, Alexander Stever"
889146,"D.C. Hamilton, Andrew Janoch"
889212,"Monthon Arayangkoon, Shih-Keng Chien"
889222,"Marc Durin-Valois, Marion Hänsel"
889573,"Jeffrey Eugenides, Allan Loeb"
889579,"Curtis Andersen, Jeff C. Smith"
889583,"Sacha Baron Cohen, Anthony Hines"
889588,"Jane Hawksley, James MacManus"
889595,"James Bolton, Jim Grimsley"
889606,"Clémence de Biéville, François Caviglioli"
889615,"Hae-kyung Lee, Myung-se Lee"
889651,Juha Koiranen
889652,"Claude Lelouch, Pierre Uytterhoeven"
889665,Quentin Dupieux
890870,"Patrick Melton, Marcus Dunstan"
890879,"Niels Hausgaard, Lone Scherfig"
890883,Petri Kotwica
890885,"Ferzan Ozpetek, Gianni Romoli"
890886,"Nikolaj Peyk, Lasse Spang Olsen"
890887,François Delisle
890888,"Tommy Jaud, Tommy Jaud"
891457,Singing Chen
891485,"Yong-ki Jeong, Yeong-chan Kim"
891488,Jin Jang
891496,"Hyeon-jin Jeon, Eun-ah Park"
891520,"Naoyuki Yokota, Kôji Shiraishi"
891527,Matthew Michael Carnahan
891549,"Róbert Alföldi, Attila Bartis"
891562,"Yeong-chan Kim, Ki-hyeong Park"
891577,Seok-Hwan Choi
891592,"Justin Marks, Takashi Nishiyama"
891603,"Ching 'Jessica' Fong, James Yuen"
891631,Daniel Schechter
892033,Robert Gaston
892041,"David Murphy, Scott Peck"
892051,Richard Dutcher
892056,Scott Phillips
892094,"Sean Doyle, Travis Kurtz"
892096,"Brandon Beckner, Scott Sampila"
892100,Kyle Schickner
892109,Timothy Dolan
892113,
892117,Paul Traynor
892255,"Peter Buchman, Ernesto 'Che' Guevara"
892318,"Jose Rivera, Tim Sullivan"
892332,"Shemi Zarhin, Ayelet Menahemi"
892392,"Gary M. Lumpp, Vladimir Rajcic"
892408,"Peter Payer, Ödön von Horvath"
892422,Giannis Xanthopoulos
892429,"Bart Juttmann, Rolf Visser"
892767,Dave Callaham
892769,"William Davies, Dean DeBlois"
892782,"Maya Forbes, Wallace Wolodarsky"
892791,"Josh Klausner, Darren Lemke"
892811,Yalçin Yelence
892874,"Ranjit Kapoor, Dushyant Kumar"
892899,"Rae Brunton, Kieran Parker"
892900,Rick Alyea
892904,"Dave Boyle, Joel Clark"
893322,"Troy Hall, Kevin Logie"
893331,Sterlin Harjo
893346,Tyler Lieberman
893356,"Bill Guttentag, Dan Sturman"
893367,"Doug Gordon, Scott Gordon"
893401,Paris Leonti
893402,Gerald McMorrow
893406,"Kyle Kramer, Corey Large"
893411,"Kevin Hennelly, Mark Steinberg"
893412,"Fina Torres, Luis Alfaro"
893492,Chelsea Steffensen
893509,"Rolfe Kanefsky, Dean Hamilton"
893532,Kelly C. Palmer
893534,"Ve Handojo, Rizal Mantovani"
893546,Kiran Kolarov
893548,Hansjörg Thurn
893549,"Tomohiro Koizumi, Takashi Ujita"
895777,"Monique Gardenberg, Márcio Meirelles"
896031,Tennessee Williams
896515,"Attila Bokor, Péter Horváth"
896529,Ruba Nadda
896533,"Clint Hutchison, David Yarbrough"
896534,Trent Haaga
896785,
896798,Matthew Aldrich
896811,"Gorman Bechard, Ashley McGarry"
896815,Hark Tsui
896872,"Larysa Kondracki, Eilis Kirwan"
896923,"Ruth Prawer Jhabvala, Peter Cameron"
896927,"Hernán Migoya, Alejandro Hernández"
896934,"Sameer Hanchate, Rajiv Velicheti"
896957,"Gonzalo Suárez, Stefan Zweig"
896968,Manoj Tyagi
896977,Jaroslaw Sokól
896986,Tom Fernández
897249,"Ana Rebuelta, René Villarreal"
897287,"Alexi Tan, Dan Jiang"
897347,"Eric Bernt, Shintaro Shimosawa"
897361,Jeff Hammond
897374,"Vamshi Paidipally, Vamshi Paidipally"
897411,Nader Salah El Din
897413,"Aneesh Dev, Rajeev Agarwal"
897431,"Eriprando Visconti, Eriprando Visconti"
898319,"Sek Yieng Bon, Boris Boo"
898323,Armin Völckers
898367,"Joe Penhall, Cormac McCarthy"
898905,"Lorenzo Bianchini, Lorenzo Bianchini"
898943,
899095,Laurent Salgues
899106,"Brandon Camp, Mike Thompson"
899128,Eric Red
899145,Luke Kasdan
899154,Peter Himmelstein
899215,"Monica Boracco, Eva Dahr"
899216,"Lars Gudmestad, Bjørn Olaf Johannessen"
899224,"Soseki Natsume, Shinichi Inozume"
899242,"Ales Adamovich, Mikhail Segal"
900357,"Brian Sieve, Eric Kripke"
900381,"Valery Krechetov, Viktor Sorokin"
900387,"Saul Dibb, Matt Charman"
901473,Jane Birkin
901475,Ki-duk Kim
901476,"Greg DePaul, Casey Wilson"
901481,Snoo Wilson
901485,"Cécile Maistre, Claude Chabrol"
901487,"Jee-woon Kim, Min-suk Kim"
901488,"Nai-Hoi Yau, Kin-Yee Au"
901494,Buddy Giovinazzo
901504,Lawrence Robinson
901507,"Julian Gilbey, Will Gilbey"
901510,"Gian Paolo Cugno, Paolo Di Reda"
901517,"Ferdinando Baldi, Ferdinando Baldi"
902249,"Yiwei Liu, Huan Shu"
902250,Mi-jeong Yeon
902253,"David Gregory, Jefferson Moore"
902265,"Thomas Hart, Jill Gorey"
902274,"Adam Matalon, Kevin Burke"
902279,Douglas Horn
902281,Brooke Purdy
902283,"Claus Bjerre, Thomas Glud"
902287,Lawrence B. Adisa
902290,"Glenn McQuaid, Keti Stamo"
902293,Berkun Oya
902312,"Diana Erwin, Deon Taylor"
902324,Yuthlert Sippapak
902337,Carolyn Miller
902348,Roger Goldby
902952,"S.P. Krause, Shayne Armstrong"
902955,"Serdar Akar, Sertaç Akar"
902964,"Beom-gu Cho, Jeong-su Park"
902982,Aaron Woolfolk
903021,"Turgut Yasalar, Ahmet Ümit"
903036,Shaun Rana
903131,"Brad Smith, Brad Smith"
903134,"Judson Pearce Morgan, Bill Myers"
903606,"Jeff Siegel, Jeff Siegel"
903624,"Fran Walsh, Philippa Boyens"
903627,"Roger Bohbot, Michael Collins"
903644,"Peter Carstairs, Ant Horn"
903657,"Oren Moverman, Michael A. Lerner"
903665,Alfonso Rodríguez
903831,Sheree Le Mon
904013,"Juan Cavestany, Álvaro Fernández Armero"
904038,"Yoon-ki Lee, Asuko Taira"
904049,"Sion Sono, Masaki Adachi"
904068,"Cheol-ha Lee, Seon-jeong Kim"
904071,Jing Wong
904127,"Jack Crystal, Damian Lee"
904128,Myles Hainsworth
905329,"Jackie Pavlenko, Dimitris Siatopoulos"
905357,Travis McDonald
905366,"Ryûzô Kikushima, Akira Kurosawa"
905372,"Eric Heisserer, John W. Campbell Jr."
905618,Aleksey Mizgiryov
905633,"Aleksey Khoroshko, Lyubomir Levitskiy"
905642,Chuck Conaway
906013,Rishi Opel
906014,Dusan Milic
906064,William Cheney
906083,Dusan Kovacevic
906108,"Tyler Perry, Tyler Perry"
906319,James Westby
906325,"Hans Rodionoff, Mort Nathan"
906564,Ryôichi Kimizuka
906665,"Takashi Miike, Masa Nakamura"
906671,"Takehiko Hata, Shimako Sato"
906727,"Brin Hill, Matt de la Peña"
906734,Sean Ellis
906747,"Ben Hackworth, Peter Savieri"
906752,"José Luis Garci, Ramón Pérez de Ayala"
906773,"Shawn T, David Michael O'Neill"
906777,"Patricio Vega, Eduardo Mignogna"
906783,Erica Dunton
907106,"Gopalakrishna Paruchuri, Venkateswara Rao Paruchuri"
907119,"Andrey Konchalovskiy, Dunya Smirnova"
907125,Gakuryû Ishii
907134,Jorge Furtado
907301,"Gustavo Moheno, Angel Pulido"
907305,"Antoine Blossier, Erich Vogel"
907618,"Gopalakrishna Paruchuri, K. Selvaraghavan"
907652,Kankurô Kudô
907657,John Carney
907664,"Kôsuke Mukai, Akira Saso"
907674,"Shaun Mehta, Richie Mehta"
907678,"George Toles, George Toles"
907680,"Robert Cuffley, Jason Long"
907681,"Adam Rockoff, Chris Sivertson"
907840,Seok-hoon Lee
907842,Brett Hanover
907843,Lionel Baier
907848,Chad J. Shonk
907853,"Massimo Cappelli, Chiara Laudani"
907870,Matt Riddlehoover
909388,"Antero Arjatsalo, Pentti Kasurinen"
910554,Jamie Mathieson
910559,Doris Dörrie
910579,Kin-Nam Cho
910847,"Michael Downing, Sean Reycraft"
910855,Andrea Martínez Crowther
910860,"Yvette Biro, Kornél Mundruczó"
910868,"Raly Radouloff, Terence H. Winkless"
910869,S.P. Jhananathan
910885,Phil Johnston
910888,"Yukiko Motoya, Daihachi Yoshida"
910898,"Dan Bar-Hava, Christopher Grimm"
910904,Doug Turner
910905,"Jerzy Kromolowski, Mary Olson-Kromolowski"
910911,"Marc Gibaja, Laurent Sarfati"
910915,Tracey Hecht
910935,Jeanne Waltz
910936,"Seth Rogen, Evan Goldberg"
910955,"Srdjan Vuletic, Srdjan Vuletic"
910958,"Mugur Mihaescu, Radu Pietreanu"
910970,"Andrew Stanton, Pete Docter"
910993,"Eliese Besemer, Eliese Besemer"
911024,"Chris Smith, Randy Russell"
912597,"Tsugumi Ôba, Takeshi Obata"
913354,James V. Simpson
913401,"Stig Frode Henriksen, Tommy Wirkola"
913413,"Jacob Koskoff, Todd Louiso"
913425,Pedro Almodóvar
913445,"Aaron Abrams, Martin Gero"
913446,Rezo Gigineishvili
913968,"Tin Nam Chun, Junli Guo"
914363,Huck Keppler
914382,"Erin Fisher, Aaron Katz"
914796,Paul Gagné
914797,"Jody Savin, Randall Miller"
914798,"John Boyne, Mark Herman"
914799,Dale Gelineau
914805,"Anthony Spadaccini, Anthony Spadaccini"
914823,Mark Hazen Kelly
914837,"Louis Mellis, David Scinto"
914845,John Bell
914863,Peter Woodward
915454,Frank Falco
915457,Thomas Roth
915458,"D. Glase Lomond, Luke Ricci"
915460,Tom Skull
915463,"Edward McHenry, Rory McHenry"
915473,Chris Angel
915749,"Shinji Aoyama, Shinji Aoyama"
918529,"Charisse Edey, Cherie Johnson"
918554,Brad Sykes
918557,"Brian Bird, Cindy Kelley"
918561,Kelvin Tong
918575,"Michael Hultquist, Robert Martinez"
918627,"Nicholas Bonomo, Francisco Rodriguez"
918628,"Alki David, Melissa Painter"
918630,John Lechago
918645,Chad Leslie
918927,"John Patrick Shanley, John Patrick Shanley"
918940,"Adam Cozad, Craig Brewer"
920452,"Gibran Dipp, Paulo Scott"
920454,"Guillaume Nicloux, Pierre Trividic"
920457,"Javed Akhtar, Salim Khan"
920458,"Lars Kristian Andersen, Ole Christian Madsen"
920459,"Marnie Blok, Karin van Holst Pellekaan"
920460,"Ayça Damgaci, Hüseyin Karabey"
920461,"Leena Lander, Jari Olavi Rantala"
920464,"Devika Bhagat, Navdeep Singh"
920468,Nick Gaglia
920470,Olivier Marchal
920473,Emmanuel Mouret
920476,"Anya Koek, Wijo Koek"
922354,"Christophe Honoré, Gaël Morel"
922366,"Tony Hendra, Picha"
922379,Saman Salur
922424,Michel Kammoun
922455,"Albert Algoud, Christian Faure"
922547,William Malone
922641,"Ángeles González Sinde, Manuel Gutiérrez Aragón"
922642,"Jonathan Sachar, Mark Young"
923600,"Jay Duplass, Mark Duplass"
923612,"Dani Franklin, Jeanne-Marie Leprince de Beaumont"
923653,Edward Conna
923683,"Dennison Ramalho, José Mojica Marins"
923688,"Newton I. Aduaka, Alain-Michel Blanc"
923703,"Geun-shik Jo, Eun-hee Kim"
923714,"Seok-beom Kang, Min-ho Song"
923719,"Behruz Afkhami, Minoo Farshchi"
923779,"Hiroko Kanasugi, Ebine Yamaji"
923811,"Hideaki Anno, Yoshiki Sakurai"
923869,"Kôji Wakamatsu, Masayuki Kakegawa"
923923,"Sylvia Chang, Rene Liu"
923954,"Shaun O'Sullivan, Katie Torpey"
923985,M. dot Strange
924003,"Heng Liu, Kehui Zheng"
924129,Wayne Kramer
924134,"Patrick Sisam, Rick Velleu"
924229,Sukumar
924234,"Rajsekhar, Amma Prabhu"
924249,"Madhu Thotapalli, Madhu Thotapalli"
924252,"Raffi, Meccartin"
924260,"Bobby, Sanjay"
924262,"Koratala Siva, Chandra Sekhar Yeleti"
924263,Bodo Blüthner
924271,"Krishna Murali Posani, Krishna Murali Posani"
924274,"Radha Krishna, M. Rathnam"
924317,"D.S. Kannan, Vijayendra Prasad"
924468,"Brock Norman Brock, Michael Groom"
924498,"Gary Capra Jr., Dick O'Nell"
924518,"Michael A. Nickles, Tennyson E. Stead"
925056,"Venkateswara Rao Paruchuri, Gopalakrishna Paruchuri"
925057,Satyanand
925058,"Gopalakrishna Paruchuri, Venkateswara Rao Paruchuri"
925081,
925130,
925131,"Priyadarshan, Marudhuri Raja"
925245,"Richard Manning, David Kemper"
925306,Richard Manning
926036,"James Savoca, Linne Ha"
926037,Pyotr Gladilin
926056,"Juan Vicente Pozuelo, Curro Royo"
926063,Joe Ballarini
926084,"Steve Kloves, J.K. Rowling"
926085,Tyler Massey
926110,"Dolph Lundgren, Frank Valdez"
926129,J.S. Cardone
926132,"Larry Leahy, Tito da Costa"
926151,Namchoke Daengput
926174,Viktor Nagy
926207,
926208,"Asghar Abdollahi, Erich Kästner"
926213,Nebojsa Romcevic
926341,Joe G. Lenders
926380,"Simon Carr, Allan Cubitt"
926759,Rémi Bezançon
926762,Bart De Pauw
926763,"Éric Besnard, Thomas Vincent"
926764,"Michel Houellebecq, Michel Houellebecq"
926766,Tamara Bos
927575,Il-han Yoo
927595,Il-han Yoo
927615,Jung-min Kim
927627,Il-han Yoo
928121,"Surrender Reddy, Surrender Reddy"
928124,"Renzo Martinelli, Renzo Martinelli"
928152,"Vijay K. Bhaskar, Trivikram Srinivas"
928154,"Sang-woo Kim, Seon-mi Kim"
928160,"Ramana Chintapally, Y.V.S. Chowdary"
928177,"Michele Pellegrini, Francesco Cenni"
928188,A.J. Kparr
928194,Ikbal Kuttipuram
928363,Tony Randel
928364,"Cameron Daines, McKay Daines"
928375,"Brendan Foley, John Sheridan"
928413,"Robert Schrock, Robert Schrock"
929259,"Susan Avingaq, Marie-Hélène Cousineau"
929261,"Dong-oh Jo, Hee-dae Lee"
929265,"Barbro Lindgren, Barbro Lindgren"
929273,Ela Alyamac
929412,"Sandro Veronesi, Nanni Moretti"
929425,"Roberto Saviano, Maurizio Braucci"
929441,Alessandro Baricco
929609,
